X,Y,fid,GEOID,NAME,UATYPE,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG,Tmax1,icon_url
-90.130606,42.965489,"892","24364","Dodgeville, WI Urban Cluster",C,"7932705","0",3.063,0,42.965489,-90.130606,10.7853984832764,./0.png
-90.939725,30.097974,"893","24391","Donaldsonville, LA Urban Cluster",C,"41347958","2519760",15.965,0.973,30.097974,-90.939725,30.5827693939209,./0.png
-84.874312,31.04095,"894","24418","Donalsonville, GA Urban Cluster",C,"7759873","32978",2.996,0.013,31.04095,-84.874312,31.5554885864258,./0.png
-85.734434,42.718041,"895","24433","Dorr, MI Urban Cluster",C,"14211655","27483",5.487,0.011,42.718041,-85.734434,15.9951906204224,./0.png
-120.633707,36.978163,"896","24445","Dos Palos, CA Urban Cluster",C,"5501806","0",2.124,0,36.978163,-120.633707,24.2176704406738,./0.png
-85.425104,31.223667,"897","24472","Dothan, AL Urbanized Area",U,"143892066","268456",55.557,0.104,31.223667,-85.425104,31.6425743103027,./0.png
-109.543216,31.350386,"898","24499","Douglas, AZ Urban Cluster",C,"14677403","0",5.667,0,31.350386,-109.543216,25.651123046875,./0.png
-82.84868,31.511685,"899","24526","Douglas, GA Urban Cluster",C,"31293722","376551",12.083,0.145,31.511685,-82.84868,31.0047187805176,./0.png
-86.197091,42.649643,"900","24539","Douglas, MI Urban Cluster",C,"7327375","130134",2.829,0.05,42.649643,-86.197091,14.5067567825317,./0.png
-105.3831,42.753293,"901","24553","Douglas, WY Urban Cluster",C,"8410439","15234",3.247,0.006,42.753293,-105.3831,5.00191020965576,./0.png
-75.545032,39.146792,"902","24580","Dover, DE Urbanized Area",U,"191561341","2331857",73.962,0.9,39.146792,-75.545032,17.6239967346191,./0.png
-70.899625,43.226306,"903","24607","Dover--Rochester, NH--ME Urbanized Area",U,"172170355","5550157",66.475,2.143,43.226306,-70.899625,12.1319646835327,./0.png
-86.108166,41.982547,"904","24634","Dowagiac, MI Urban Cluster",C,"8985213","88883",3.469,0.034,41.982547,-86.108166,16.6142749786377,./0.png
-88.887834,40.411118,"905","24646","Downs, IL Urban Cluster",C,"5605448","14857",2.164,0.006,40.411118,-88.887834,21.4450206756592,./0.png
-76.301677,42.501722,"906","24688","Dryden, NY Urban Cluster",C,"10238691","49583",3.953,0.019,42.501722,-76.301677,17.8868160247803,./0.png
-82.919988,32.53722,"907","24715","Dublin, GA Urban Cluster",C,"58180924","543821",22.464,0.21,32.53722,-82.919988,30.8873882293701,./0.png
-98.342338,32.088665,"908","24769","Dublin, TX Urban Cluster",C,"5680903","0",2.193,0,32.088665,-98.342338,26.545539855957,./0.png
-78.762267,41.119416,"909","24796","DuBois, PA Urban Cluster",C,"17602059","139722",6.796,0.054,41.119416,-78.762267,25.3514842987061,./0.png
-90.691071,42.506218,"910","24823","Dubuque, IA--IL Urbanized Area",U,"87523010","822803",33.793,0.318,42.506218,-90.691071,11.7589864730835,./0.png
-92.12902,46.765574,"911","24850","Duluth, MN--WI Urbanized Area",U,"182311358","22604587",70.391,8.728,46.765574,-92.12902,2.44946885108948,./0.png
-91.486758,33.884755,"912","24877","Dumas, AR Urban Cluster",C,"7828354","0",3.023,0,33.884755,-91.486758,25.3837413787842,./0.png
-101.965672,35.868307,"913","24904","Dumas, TX Urban Cluster",C,"14626012","0",5.647,0,35.868307,-101.965672,27.4574222564697,./0.png
-97.962302,34.515253,"914","24931","Duncan, OK Urban Cluster",C,"30410657","152410",11.742,0.059,34.515253,-97.962302,25.2746410369873,./0.png
-83.660254,41.95782,"915","24958","Dundee, MI Urban Cluster",C,"6397262","90764",2.47,0.035,41.95782,-83.660254,21.5265026092529,./0.png
-85.184465,40.363782,"916","24985","Dunkirk, IN Urban Cluster",C,"5341420","0",2.062,0,40.363782,-85.184465,22.6891460418701,./0.png
-79.339732,42.460506,"917","25012","Dunkirk--Fredonia, NY Urban Cluster",C,"36307924","34715",14.019,0.013,42.460506,-79.339732,23.2885513305664,./0.png
-85.388148,35.377176,"918","25025","Dunlap, TN Urban Cluster",C,"11329618","0",4.374,0,35.377176,-85.388148,27.4338474273682,./0.png
-78.63644,35.317576,"919","25039","Dunn, NC Urban Cluster",C,"29000495","36812",11.197,0.014,35.317576,-78.63644,29.6227684020996,./0.png
-89.232631,38.017557,"920","25093","Du Quoin, IL Urban Cluster",C,"11643555","184675",4.496,0.071,38.017557,-89.232631,22.4385738372803,./0.png
-83.985164,42.907955,"921","25120","Durand, MI Urban Cluster",C,"8406543","14006",3.246,0.005,42.907955,-83.985164,15.6422662734985,./0.png
-107.869961,37.289143,"922","25147","Durango, CO Urban Cluster",C,"24130561","85392",9.317,0.033,37.289143,-107.869961,10.4642114639282,./0.png
-89.856737,33.079138,"923","25174","Durant, MS Urban Cluster",C,"3806313","0",1.47,0,33.079138,-89.856737,28.895824432373,./0.png
-96.393378,33.999943,"924","25201","Durant, OK Urban Cluster",C,"26247910","36864",10.134,0.014,33.999943,-96.393378,23.1717948913574,./0.png
-78.947743,35.980955,"925","25228","Durham, NC Urbanized Area",U,"470867497","3746635",181.803,1.447,35.980955,-78.947743,28.8580150604248,./0.png
-88.43556,41.095181,"926","25255","Dwight, IL Urban Cluster",C,"8696335","0",3.358,0,41.095181,-88.43556,18.3135929107666,./0.png
-89.002255,36.130575,"927","25282","Dyer, TN Urban Cluster",C,"6545649","0",2.527,0,36.130575,-89.002255,25.3415546417236,./0.png
-89.358888,36.06071,"928","25309","Dyersburg, TN Urban Cluster",C,"42480625","261467",16.402,0.101,36.06071,-89.358888,24.7782173156738,./0.png
-91.11724,42.48,"929","25336","Dyersville, IA Urban Cluster",C,"6708951","0",2.59,0,42.48,-91.11724,11.7733211517334,./0.png
-109.286531,34.111854,"930","25363","Eagar, AZ Urban Cluster",C,"16104677","10540",6.218,0.004,34.111854,-109.286531,22.8105792999268,./0.png
-106.826253,39.644579,"931","25390","Eagle, CO Urban Cluster",C,"6360375","43644",2.456,0.017,39.644579,-106.826253,7.92485761642456,./0.png
-93.90382,42.664605,"932","25417","Eagle Grove, IA Urban Cluster",C,"3584731","0",1.384,0,42.664605,-93.90382,10.2863864898682,./0.png
-96.331573,29.586909,"933","25444","Eagle Lake, TX Urban Cluster",C,"5503877","11319",2.125,0.004,29.586909,-96.331573,28.4067096710205,./0.png
-112.006792,40.30801,"934","25480","Eagle Mountain South, UT Urban Cluster",C,"4941885","0",1.908,0,40.30801,-112.006792,11.4165153503418,./0.png
-100.471175,28.701778,"935","25498","Eagle Pass, TX Urban Cluster",C,"51900377","251045",20.039,0.097,28.701778,-100.471175,25.6497955322266,./0.png
-119.278774,35.923825,"936","25579","Earlimart, CA Urban Cluster",C,"13036696","0",5.033,0,35.923825,-119.278774,24.8345947265625,./0.png
-78.598786,42.779875,"937","25598","East Aurora, NY Urban Cluster",C,"22155506","61411",8.554,0.024,42.779875,-78.598786,23.0379905700684,./0.png
-98.825388,32.3982,"938","25660","Eastland, TX Urban Cluster",C,"4239540","0",1.637,0,32.3982,-98.825388,27.9105262756348,./0.png
-80.571376,40.643542,"939","25687","East Liverpool, OH--WV--PA Urban Cluster",C,"62955549","3060516",24.307,1.182,40.643542,-80.571376,30.1720237731934,./0.png
-83.177141,32.194206,"940","25714","Eastman, GA Urban Cluster",C,"14617453","135191",5.644,0.052,32.194206,-83.177141,30.8819732666016,./0.png
-76.065148,38.766831,"941","25741","Easton, MD Urban Cluster",C,"24834140","208690",9.589,0.081,38.766831,-76.065148,19.3333587646484,./0.png
-80.541664,40.838978,"942","25768","East Palestine, OH Urban Cluster",C,"8437863","0",3.258,0,40.838978,-80.541664,29.2337055206299,./0.png
-89.383252,36.775651,"943","25795","East Prairie, MO Urban Cluster",C,"5251728","0",2.028,0,36.775651,-89.383252,24.9758396148682,./0.png
-76.506388,39.952124,"944","25802","East Prospect, PA Urban Cluster",C,"6255615","0",2.415,0,39.952124,-76.506388,15.7417144775391,./0.png
-120.932845,39.945309,"945","25813","East Quincy, CA Urban Cluster",C,"5763783","0",2.225,0,39.945309,-120.932845,18.598690032959,./0.png
-75.213377,41.022688,"946","25849","East Stroudsburg, PA--NJ Urbanized Area",U,"134997908","1259736",52.123,0.486,41.022688,-75.213377,13.1970071792603,./0.png
-83.473291,44.281546,"947","25876","East Tawas, MI Urban Cluster",C,"8148544","0",3.146,0,44.281546,-83.473291,6.06963348388672,./0.png
-88.403836,42.790977,"948","25903","East Troy, WI Urban Cluster",C,"6318077","0",2.439,0,42.790977,-88.403836,10.6955137252808,./0.png
-104.713848,40.529415,"949","25930","Eaton, CO Urban Cluster",C,"3897405","0",1.505,0,40.529415,-104.713848,9.83622074127197,./0.png
-84.635603,39.748358,"950","25957","Eaton, OH Urban Cluster",C,"10129887","19264",3.911,0.007,39.748358,-84.635603,27.2850341796875,./0.png
-84.65451,42.505596,"951","25984","Eaton Rapids, MI Urban Cluster",C,"10325582","311119",3.987,0.12,42.505596,-84.65451,18.7347278594971,./0.png
-83.388048,33.328561,"952","26011","Eatonton, GA Urban Cluster",C,"8572623","0",3.31,0,33.328561,-83.388048,28.3506107330322,./0.png
-122.270205,46.868226,"953","26024","Eatonville, WA Urban Cluster",C,"4069280","12220",1.571,0.005,46.868226,-122.270205,17.6166591644287,./0.png
-91.44719,44.860862,"954","26038","Eau Claire, WI Urbanized Area",U,"178652216","12883116",68.978,4.974,44.860862,-91.44719,8.27353572845459,./0.png
-78.733571,40.484465,"955","26065","Ebensburg, PA Urban Cluster",C,"7368706","84268",2.845,0.033,40.484465,-78.733571,18.0932769775391,./0.png
-79.744547,36.502122,"956","26092","Eden, NC Urban Cluster",C,"46336593","395964",17.891,0.153,36.502122,-79.744547,29.0637226104736,./0.png
-76.613077,36.065841,"957","26119","Edenton, NC Urban Cluster",C,"7935188","175551",3.064,0.068,36.065841,-76.613077,29.7047290802002,./0.png
-81.925195,33.785197,"958","26146","Edgefield, SC Urban Cluster",C,"7067716","47298",2.729,0.018,33.785197,-81.925195,28.9391956329346,./0.png
-89.055991,42.838856,"959","26173","Edgerton, WI Urban Cluster",C,"13355685","485619",5.157,0.187,42.838856,-89.055991,10.1504344940186,./0.png
-106.191477,35.075163,"960","26200","Edgewood, NM Urban Cluster",C,"13969513","0",5.394,0,35.075163,-106.191477,22.1112403869629,./0.png
-80.129846,41.876696,"961","26227","Edinboro, PA Urban Cluster",C,"7244463","190424",2.797,0.074,41.876696,-80.129846,26.9219913482666,./0.png
-96.650065,28.975111,"962","26254","Edna, TX Urban Cluster",C,"8724349","0",3.368,0,28.975111,-96.650065,28.1030731201172,./0.png
-106.564801,39.644737,"963","26275","Edwards, CO Urban Cluster",C,"22012620","404188",8.499,0.156,39.644737,-106.564801,5.57409286499023,./0.png
-88.540198,39.120894,"964","26308","Effingham, IL Urban Cluster",C,"22187727","75129",8.567,0.029,39.120894,-88.540198,22.2006244659424,./0.png
-147.097017,64.666431,"965","26345","Eielson AFB, AK Urban Cluster",C,"16135833","599927",6.23,0.232,64.666431,-147.097017,,./0.png
-82.869663,34.109944,"966","26362","Elberton, GA Urban Cluster",C,"13658204","41961",5.273,0.016,34.109944,-82.869663,27.7360553741455,./0.png
-96.276623,29.198508,"967","26389","El Campo, TX Urban Cluster",C,"16207830","19537",6.258,0.008,29.198508,-96.276623,28.1030731201172,./0.png
-115.546349,32.769055,"968","26416","El Centro--Calexico, CA Urbanized Area",U,"77893748","45518",30.075,0.018,32.769055,-115.546349,29.8626956939697,./0.png
-92.577313,38.351041,"969","26443","Eldon, MO Urban Cluster",C,"6893330","0",2.662,0,38.351041,-92.577313,23.7334899902344,./0.png
-92.662815,33.208556,"970","26470","El Dorado, AR Urban Cluster",C,"39158858","0",15.119,0,33.208556,-92.662815,26.1413516998291,./0.png
-88.439956,37.815688,"971","26497","Eldorado, IL Urban Cluster",C,"9458184","38715",3.652,0.015,37.815688,-88.439956,23.31028175354,./0.png
-96.85048,37.815098,"972","26524","El Dorado, KS Urban Cluster",C,"23311666","11949",9.001,0.005,37.815098,-96.85048,15.6078844070435,./0.png
-105.929631,35.537103,"973","26551","Eldorado at Santa Fe, NM Urban Cluster",C,"18912707","0",7.302,0,35.537103,-105.929631,20.9972629547119,./0.png
-94.023114,37.869789,"974","26578","El Dorado Springs, MO Urban Cluster",C,"4952679","2869",1.912,0.001,37.869789,-94.023114,23.1388893127441,./0.png
-98.919054,34.030615,"975","26632","Electra, TX Urban Cluster",C,"4317364","0",1.667,0,34.030615,-98.919054,25.0851440429688,./0.png
-97.379144,30.349499,"976","26659","Elgin, TX Urban Cluster",C,"12307529","0",4.752,0,30.349499,-97.379144,28.0847415924072,./0.png
-76.233278,36.297071,"977","26686","Elizabeth City, NC Urban Cluster",C,"43981700","843",16.981,0,36.297071,-76.233278,27.4343700408936,./0.png
-78.616196,34.625482,"978","26713","Elizabethtown, NC Urban Cluster",C,"6373639","0",2.461,0,34.625482,-78.616196,28.9122486114502,./0.png
-85.922883,37.788109,"979","26750","Elizabethtown--Radcliff, KY Urbanized Area",U,"147472266","1265633",56.939,0.489,37.788109,-85.922883,28.2792434692383,./0.png
-99.413302,35.40683,"980","26767","Elk City, OK Urban Cluster",C,"16681047","0",6.441,0,35.40683,-99.413302,22.737211227417,./0.png
-85.926438,41.658247,"981","26794","Elkhart, IN--MI Urbanized Area",U,"237903041","7568713",91.855,2.922,41.658247,-85.926438,19.6987152099609,./0.png
-88.538185,42.692359,"982","26821","Elkhorn, WI Urban Cluster",C,"26681042","170180",10.302,0.066,42.692359,-88.538185,12.0794649124146,./0.png
-80.852281,36.248754,"983","26848","Elkin, NC Urban Cluster",C,"17094338","68515",6.6,0.026,36.248754,-80.852281,28.0540599822998,./0.png
-79.87039,38.930317,"984","26875","Elkins, WV Urban Cluster",C,"15842958","0",6.117,0,38.930317,-79.87039,30.8376731872559,./0.png
-115.77282,40.836774,"985","26902","Elko, NV Urban Cluster",C,"26580266","0",10.263,0,40.836774,-115.77282,12.8337450027466,./0.png
-93.334035,44.566032,"986","26912","Elko New Market, MN Urban Cluster",C,"5882788","0",2.271,0,44.566032,-93.334035,8.11798667907715,./0.png
-78.624658,38.411282,"987","26956","Elkton, VA Urban Cluster",C,"8167916","35968",3.154,0.014,38.411282,-78.624658,25.3237400054932,./0.png
-120.53555,47.001245,"988","26983","Ellensburg, WA Urban Cluster",C,"22927525","0",8.852,0,47.001245,-120.53555,15.4954328536987,./0.png
-74.387697,41.730481,"989","27010","Ellenville, NY Urban Cluster",C,"8235516","12509",3.18,0.005,41.730481,-74.387697,11.934642791748,./0.png
-84.490402,34.699387,"990","27037","Ellijay, GA Urban Cluster",C,"13126405","0",5.068,0,34.699387,-84.490402,27.1613903045654,./0.png
-98.227944,38.733847,"991","27064","Ellsworth, KS Urban Cluster",C,"3393603","0",1.31,0,38.733847,-98.227944,13.5950756072998,./0.png
-68.427748,44.538621,"992","27070","Ellsworth, ME Urban Cluster",C,"7236461","80594",2.794,0.031,44.538621,-68.427748,13.7812061309814,./0.png
-92.482438,44.733436,"993","27076","Ellsworth, WI Urban Cluster",C,"5967410","728",2.304,0,44.733436,-92.482438,8.4888858795166,./0.png
-80.268213,40.853149,"994","27085","Ellwood City, PA Urban Cluster",C,"16000604","497580",6.178,0.192,40.853149,-80.268213,29.2337055206299,./0.png
-76.831698,42.192205,"995","27118","Elmira, NY Urbanized Area",U,"97905045","1346513",37.801,0.52,42.192205,-76.831698,18.5854873657227,./0.png
-89.969943,40.776335,"996","27172","Elmwood, IL Urban Cluster",C,"4609604","0",1.78,0,40.776335,-89.969943,16.4652366638184,./0.png
-111.562575,32.750881,"997","27199","Eloy, AZ Urban Cluster",C,"7957277","7374",3.072,0.003,32.750881,-111.562575,29.1640949249268,./0.png
-89.014583,40.740009,"998","27226","El Paso, IL Urban Cluster",C,"4132223","0",1.595,0,40.740009,-89.014583,21.4450206756592,./0.png
-106.389031,31.780239,"999","27253","El Paso, TX--NM Urbanized Area",U,"648980588","2974601",250.573,1.148,31.780239,-106.389031,28.6621627807617,./0.png
-120.659383,35.621768,"1000","27261","El Paso de Robles (Paso Robles)--Atascadero, CA Urbanized Area",U,"82140315","144643",31.715,0.056,35.621768,-120.659383,22.5164489746094,./0.png
-97.958573,35.522928,"1001","27280","El Reno, OK Urban Cluster",C,"18498015","2157",7.142,0.001,35.522928,-97.958573,22.3505764007568,./0.png
-97.592702,30.128197,"1002","27290","Elroy, TX Urban Cluster",C,"11290735","0",4.359,0,30.128197,-97.592702,28.7118282318115,./0.png
-75.865131,40.154279,"1003","27300","Elverson, PA Urban Cluster",C,"7411875","29195",2.862,0.011,40.154279,-75.865131,15.3973903656006,./0.png
-85.839502,40.274226,"1004","27307","Elwood, IN Urban Cluster",C,"13452178","0",5.194,0,40.274226,-85.839502,21.6873607635498,./0.png
-91.853013,47.905099,"1005","27334","Ely, MN Urban Cluster",C,"6991618","13704",2.699,0.005,47.905099,-91.853013,3.70191812515259,./0.png
-114.874529,39.248028,"1006","27361","Ely, NV Urban Cluster",C,"6579854","0",2.54,0,39.248028,-114.874529,12.7170333862305,./0.png
-65.911486,18.010928,"1007","27372","Emajagua, PR Urban Cluster",C,"14250817","3536",5.502,0.001,18.010928,-65.911486,,./0.png
-95.427796,32.173995,"1008","27380","Emerald Bay, TX Urban Cluster",C,"11383645","333362",4.395,0.129,32.173995,-95.427796,29.2179145812988,./0.png
-94.683236,43.113788,"1009","27442","Emmetsburg, IA Urban Cluster",C,"4855027","0",1.875,0,43.113788,-94.683236,8.48342800140381,./0.png
-116.490113,43.878179,"1010","27469","Emmett, ID Urban Cluster",C,"14558895","101741",5.621,0.039,43.878179,-116.490113,14.7540330886841,./0.png
-77.360676,39.723106,"1011","27496","Emmitsburg, MD--PA Urban Cluster",C,"13379495","20186",5.166,0.008,39.723106,-77.360676,17.0556831359863,./0.png
-96.19078,38.4114,"1012","27523","Emporia, KS Urban Cluster",C,"28729004","498155",11.092,0.192,38.4114,-96.19078,16.321382522583,./0.png
-77.545666,36.698482,"1013","27550","Emporia, VA Urban Cluster",C,"14984906","19986",5.786,0.008,36.698482,-77.545666,29.9230613708496,./0.png
-78.243422,41.510729,"1014","27577","Emporium, PA Urban Cluster",C,"3532999","218920",1.364,0.085,41.510729,-78.243422,18.5858039855957,./0.png
-77.67075,36.179194,"1015","27592","Enfield, NC Urban Cluster",C,"3435501","0",1.326,0,36.179194,-77.67075,30.0173873901367,./0.png
-91.964512,34.545894,"1016","27604","England, AR Urban Cluster",C,"3891501","0",1.503,0,34.545894,-91.964512,24.8428993225098,./0.png
-97.89186,36.401999,"1017","27631","Enid, OK Urban Cluster",C,"62160760","31297",24,0.012,36.401999,-97.89186,17.6869583129883,./0.png
-96.630807,32.332346,"1018","27658","Ennis, TX Urban Cluster",C,"25288686","196205",9.764,0.076,32.332346,-96.630807,27.8670215606689,./0.png
-85.794087,31.328965,"1019","27685","Enterprise, AL Urban Cluster",C,"92142203","151495",35.576,0.058,31.328965,-85.794087,31.1546211242676,./0.png
-111.581384,39.357377,"1020","27712","Ephraim, UT Urban Cluster",C,"5702821","0",2.202,0,39.357377,-111.581384,11.2913503646851,./0.png
-119.550194,47.312636,"1021","27739","Ephrata, WA Urban Cluster",C,"7514761","0",2.901,0,47.312636,-119.550194,18.8758411407471,./0.png
-71.06705,43.039717,"1022","27750","Epping, NH Urban Cluster",C,"11673229","0",4.507,0,43.039717,-71.06705,12.1319646835327,./0.png
-80.114855,42.08554,"1023","27766","Erie, PA Urbanized Area",U,"212710301","453625",82.128,0.175,42.08554,-80.114855,26.9219913482666,./0.png
-82.408735,36.143997,"1024","27793","Erwin, TN Urban Cluster",C,"16819199","116909",6.494,0.045,36.143997,-82.408735,26.0319995880127,./0.png
-120.995505,37.792464,"1025","27820","Escalon, CA Urban Cluster",C,"5098787","0",1.969,0,37.792464,-120.995505,24.7361183166504,./0.png
-87.094594,45.795922,"1026","27847","Escanaba, MI Urban Cluster",C,"46643396","283456",18.009,0.109,45.795922,-87.094594,4.01547431945801,./0.png
-106.057706,36.086731,"1027","27874","Espanola, NM Urban Cluster",C,"74151284","629420",28.63,0.243,36.086731,-106.057706,20.5480346679688,./0.png
-122.019465,38.695279,"1028","27885","Esparto, CA Urban Cluster",C,"4229347","0",1.633,0,38.695279,-122.019465,25.6455268859863,./0.png
-122.333397,45.298665,"1029","27901","Estacada, OR Urban Cluster",C,"7371607","40488",2.846,0.016,45.298665,-122.333397,18.8785228729248,./0.png
-105.518915,40.363508,"1030","27928","Estes Park, CO Urban Cluster",C,"19396197","48605",7.489,0.019,40.363508,-105.518915,6.27282381057739,./0.png
-94.834568,43.404042,"1031","27955","Estherville, IA Urban Cluster",C,"7461182","0",2.881,0,43.404042,-94.834568,7.57230472564697,./0.png
-112.442969,33.328768,"1032","27991","Estrella, AZ Urban Cluster",C,"18873347","0",7.287,0,33.328768,-112.442969,28.4807472229004,./0.png
-84.52521,35.336866,"1033","28009","Etowah, TN Urban Cluster",C,"8691643","0",3.356,0,35.336866,-84.52521,29.0665302276611,./0.png
-95.096848,38.932378,"1034","28063","Eudora, KS Urban Cluster",C,"6512373","103333",2.514,0.04,38.932378,-95.096848,17.0385284423828,./0.png
-85.141788,31.879574,"1035","28090","Eufaula, AL--GA Urban Cluster",C,"19507985","1469818",7.532,0.567,31.879574,-85.141788,30.9079627990723,./0.png
-123.076636,44.065995,"1036","28117","Eugene, OR Urbanized Area",U,"225265401","118851",86.975,0.046,44.065995,-123.076636,18.5008239746094,./0.png
-92.419264,30.491126,"1037","28144","Eunice, LA Urban Cluster",C,"21872163","78619",8.445,0.03,30.491126,-92.419264,29.964635848999,./0.png
-103.159026,32.439505,"1038","28171","Eunice, NM Urban Cluster",C,"2942288","0",1.136,0,32.439505,-103.159026,30.2458648681641,./0.png
-124.169828,40.777356,"1039","28198","Eureka, CA Urban Cluster",C,"48039740","3956380",18.548,1.528,40.777356,-124.169828,16.6796760559082,./0.png
-89.274949,40.713988,"1040","28225","Eureka, IL Urban Cluster",C,"6756989","124341",2.609,0.048,40.713988,-89.274949,20.8769912719727,./0.png
-96.290832,37.82374,"1041","28252","Eureka, KS Urban Cluster",C,"3823720","0",1.476,0,37.82374,-96.290832,16.6633148193359,./0.png
-90.632649,38.499469,"1042","28262","Eureka, MO Urban Cluster",C,"25189253","283702",9.726,0.11,38.499469,-90.632649,23.4117240905762,./0.png
-110.963739,41.260088,"1043","28306","Evanston, WY Urban Cluster",C,"18203895","90192",7.029,0.035,41.260088,-110.963739,6.89671325683594,./0.png
-87.537393,37.978539,"1044","28333","Evansville, IN--KY Urbanized Area",U,"307632463","3253892",118.778,1.256,37.978539,-87.537393,26.6448745727539,./0.png
-89.296152,42.777863,"1045","28360","Evansville, WI Urban Cluster",C,"7985723","0",3.083,0,42.777863,-89.296152,10.6083717346191,./0.png
-83.179126,36.872969,"1046","28387","Evarts, KY Urban Cluster",C,"3832826","217594",1.48,0.084,36.872969,-83.179126,28.5545215606689,./0.png
-78.373013,40.013306,"1047","28414","Everett, PA Urban Cluster",C,"4966546","48380",1.918,0.019,40.013306,-78.373013,16.2268390655518,./0.png
-86.95576,31.429395,"1048","28431","Evergreen, AL Urban Cluster",C,"5618288","9861",2.169,0.004,31.429395,-86.95576,31.7699680328369,./0.png
-105.311351,39.658971,"1049","28441","Evergreen, CO Urban Cluster",C,"35230655","233872",13.603,0.09,39.658971,-105.311351,7.05365705490112,./0.png
-122.346099,48.90854,"1050","28468","Everson, WA Urban Cluster",C,"7901141","109861",3.051,0.042,48.90854,-122.346099,15.8271236419678,./0.png
-94.233468,39.344176,"1051","28495","Excelsior Springs, MO Urban Cluster",C,"18041442","127810",6.966,0.049,39.344176,-94.233468,17.5525379180908,./0.png
-106.153246,31.505886,"1052","28522","Fabens, TX Urban Cluster",C,"4336907","5386",1.674,0.002,31.505886,-106.153246,25.8413124084473,./0.png
-147.705736,64.801958,"1053","28549","Fairbanks, AK Urbanized Area",U,"142841989","4461962",55.152,1.723,64.801958,-147.705736,,./0.png
-88.51242,40.746182,"1054","28576","Fairbury, IL Urban Cluster",C,"3753233","16338",1.449,0.006,40.746182,-88.51242,20.8259582519531,./0.png
-97.177618,40.142463,"1055","28603","Fairbury, NE Urban Cluster",C,"5257837","0",2.03,0,40.142463,-97.177618,11.8588256835938,./0.png
-79.961893,39.883491,"1056","28624","Fairdale, PA Urban Cluster",C,"9122621","15557",3.522,0.006,39.883491,-79.961893,30.0386295318604,./0.png
-122.036061,38.259143,"1057","28657","Fairfield, CA Urbanized Area",U,"102311929","334969",39.503,0.129,38.259143,-122.036061,25.6455268859863,./0.png
-88.369938,38.380391,"1058","28684","Fairfield, IL Urban Cluster",C,"7434972","57906",2.871,0.022,38.380391,-88.369938,22.4868087768555,./0.png
-91.95404,41.009422,"1059","28711","Fairfield, IA Urban Cluster",C,"17839363","346137",6.888,0.134,41.009422,-91.95404,13.7354545593262,./0.png
-96.16906,31.725266,"1060","28738","Fairfield, TX Urban Cluster",C,"11878828","0",4.586,0,31.725266,-96.16906,28.9573211669922,./0.png
-84.878962,36.001001,"1061","28765","Fairfield Glade, TN Urban Cluster",C,"16184725","1598190",6.249,0.617,36.001001,-84.878962,27.5584239959717,./0.png
-76.970761,35.078938,"1062","28782","Fairfield Harbour, NC Urban Cluster",C,"5869006","362648",2.266,0.14,35.078938,-76.970761,29.563232421875,./0.png
-73.238454,43.596279,"1063","28819","Fair Haven, VT Urban Cluster",C,"8718049","49030",3.366,0.019,43.596279,-73.238454,9.34120273590088,./0.png
-94.466611,43.640051,"1064","28846","Fairmont, MN Urban Cluster",C,"16692640","4792370",6.445,1.85,43.640051,-94.466611,7.75943565368652,./0.png
-79.116051,34.496695,"1065","28860","Fairmont, NC Urban Cluster",C,"5004783","0",1.932,0,34.496695,-79.116051,30.1881542205811,./0.png
-80.149881,39.469497,"1066","28873","Fairmont, WV Urban Cluster",C,"67658772","2338084",26.123,0.903,39.469497,-80.149881,31.7752208709717,./0.png
-85.648626,40.416181,"1067","28900","Fairmount, IN Urban Cluster",C,"3421263","0",1.321,0,40.416181,-85.648626,21.9284019470215,./0.png
-87.125559,35.969925,"1068","28954","Fairview, TN Urban Cluster",C,"15974697","47761",6.168,0.018,35.969925,-87.125559,27.9301052093506,./0.png
-65.711953,18.282618,"1069","28981","Fajardo, PR Urbanized Area",U,"131584324","354976",50.805,0.137,18.282618,-65.711953,,./0.png
-98.146944,27.223874,"1070","29008","Falfurrias, TX Urban Cluster",C,"5349323","0",2.065,0,27.223874,-98.146944,31.9590835571289,./0.png
-118.794249,39.486754,"1071","29035","Fallon, NV Urban Cluster",C,"36720850","18327",14.178,0.007,39.486754,-118.794249,16.5748767852783,./0.png
-95.600291,40.061254,"1072","29062","Falls City, NE Urban Cluster",C,"4789066","0",1.849,0,40.061254,-95.600291,13.4442205429077,./0.png
-96.82068,46.86245,"1073","29089","Fargo, ND--MN Urbanized Area",U,"181801751","133673",70.194,0.052,46.86245,-96.82068,6.26467370986938,./0.png
-93.281853,44.29407,"1074","29116","Faribault, MN Urban Cluster",C,"29461618","592056",11.375,0.229,44.29407,-93.281853,8.11798667907715,./0.png
-96.362719,33.166485,"1075","29143","Farmersville, TX Urban Cluster",C,"4979282","1099",1.923,0,33.166485,-96.362719,27.1577644348145,./0.png
-92.400835,32.773269,"1076","29170","Farmerville, LA Urban Cluster",C,"12937849","0",4.995,0,32.773269,-92.400835,26.1413516998291,./0.png
-70.148576,44.671915,"1077","29224","Farmington, ME Urban Cluster",C,"5723207","20706",2.21,0.008,44.671915,-70.148576,14.5072183609009,./0.png
-90.485144,37.838181,"1078","29251","Farmington, MO Urban Cluster",C,"58952417","153305",22.762,0.059,37.838181,-90.485144,23.1674842834473,./0.png
